,Airline,Departure,Arrival,Dep_time,Arr_time,Duration,Journey_Type,Price
727,Air Asia,Chennai,New Delhi,09:15,16:15,7h 00m,1 Stop,"7,353"
728,Air Asia,Chennai,New Delhi,17:00,"01:00
+ 1 day",8h 00m,1 Stop,"7,353"
729,Air Asia,Chennai,New Delhi,15:50,"01:00
+ 1 day",9h 10m,1 Stop,"7,353"
730,Air Asia,Chennai,New Delhi,23:30,"08:55
+ 1 day",9h 25m,1 Stop,"7,353"
731,Air Asia,Chennai,New Delhi,16:35,"02:10
+ 1 day",9h 35m,1 Stop,"7,353"
732,Air Asia,Chennai,New Delhi,22:35,"08:55
+ 1 day",10h 20m,1 Stop,"7,353"
733,Air Asia,Chennai,New Delhi,09:15,20:05,10h 50m,1 Stop,"7,353"
734,Air Asia,Chennai,New Delhi,15:50,"02:55
+ 1 day",11h 05m,1 Stop,"7,353"
735,Air Asia,Chennai,New Delhi,15:50,"03:35
+ 1 day",11h 45m,1 Stop,"7,353"
736,Vistara,Chennai,New Delhi,10:45,13:30,2h 45m,1 Stop,"7,458"
737,Vistara,Chennai,New Delhi,06:55,09:45,2h 50m,1 Stop,"7,458"
738,IndiGo,Chennai,New Delhi,10:50,13:35,2h 45m,1 Stop,"7,562"
739,IndiGo,Chennai,New Delhi,14:15,17:00,2h 45m,1 Stop,"7,562"
740,IndiGo,Chennai,New Delhi,18:15,21:00,2h 45m,1 Stop,"7,562"
741,IndiGo,Chennai,New Delhi,19:40,22:25,2h 45m,1 Stop,"7,562"
742,IndiGo,Chennai,New Delhi,06:10,09:00,2h 50m,1 Stop,"7,562"
743,IndiGo,Chennai,New Delhi,08:35,11:25,2h 50m,1 Stop,"7,877"
744,IndiGo,Chennai,New Delhi,08:25,13:20,4h 55m,1 Stop,"7,998"
745,IndiGo,Chennai,New Delhi,06:35,11:55,5h 20m,1 Stop,"7,998"
746,IndiGo,Chennai,New Delhi,09:00,14:50,5h 50m,1 Stop,"7,998"
747,IndiGo,Chennai,New Delhi,16:35,22:35,6h 00m,1 Stop,"7,998"
748,Air India,Chennai,New Delhi,17:00,19:50,2h 50m,1 Stop,"8,193"
749,Air India,Chennai,New Delhi,09:55,13:00,3h 05m,1 Stop,"8,193"
750,SpiceJet,Chennai,New Delhi,21:50,"09:35
+ 1 day",11h 45m,1 Stop,"8,685"
751,SpiceJet,Chennai,New Delhi,06:25,"09:35
+ 1 day",27h 10m,1 Stop,"8,685"
752,SpiceJet,Chennai,New Delhi,06:25,12:30,6h 05m,1 Stop,"9,419"
753,SpiceJet,Chennai,New Delhi,21:50,"12:30
+ 1 day",14h 40m,1 Stop,"10,049"
754,Air India,Chennai,New Delhi,08:30,19:10,10h 40m,1 Stop,"10,136"
755,Air India,Chennai,New Delhi,08:30,23:00,14h 30m,1 Stop,"10,136"
756,Air India,Chennai,New Delhi,08:30,"08:45
+ 1 day",24h 15m,1 Stop,"10,136"
757,Vistara,Chennai,New Delhi,20:30,"08:05
+ 1 day",11h 35m,1 Stop,"10,243"
758,Air India,Chennai,New Delhi,06:05,08:50,2h 45m,1 Stop,"10,398"
759,Vistara,Chennai,New Delhi,20:30,"08:35
+ 1 day",12h 05m,1 Stop,"10,443"
760,Vistara,Chennai,New Delhi,20:30,"12:40
+ 1 day",16h 10m,1 Stop,"10,443"
761,Vistara,Chennai,New Delhi,20:30,"14:05
+ 1 day",17h 35m,1 Stop,"10,443"
762,Vistara,Chennai,New Delhi,20:30,"16:55
+ 1 day",20h 25m,1 Stop,"10,443"
763,Air India,Chennai,New Delhi,07:00,12:55,5h 55m,1 Stop,"10,608"
764,Air India,Chennai,New Delhi,07:00,22:45,15h 45m,1 Stop,"10,608"
765,Vistara,Chennai,New Delhi,20:30,"09:40
+ 1 day",13h 10m,1 Stop,"10,743"
766,Vistara,Chennai,New Delhi,20:30,"11:00
+ 1 day",14h 30m,1 Stop,"10,743"
767,Air India,Chennai,New Delhi,08:30,13:50,5h 20m,1 Stop,"10,976"
768,Vistara,Chennai,New Delhi,09:45,14:30,4h 45m,1 Stop,"11,448"
769,Vistara,Chennai,New Delhi,12:30,18:05,5h 35m,1 Stop,"11,448"
770,Vistara,Chennai,New Delhi,07:00,14:05,7h 05m,1 Stop,"11,448"
771,Vistara,Chennai,New Delhi,09:45,16:55,7h 10m,1 Stop,"11,448"
772,Vistara,Chennai,New Delhi,12:30,19:40,7h 10m,1 Stop,"11,448"
773,Vistara,Chennai,New Delhi,07:00,14:30,7h 30m,1 Stop,"11,448"
774,Vistara,Chennai,New Delhi,12:30,20:40,8h 10m,2 Stop(s),"11,448"
775,Vistara,Chennai,New Delhi,09:45,18:05,8h 20m,2 Stop(s),"11,448"
776,Vistara,Chennai,New Delhi,12:30,21:55,9h 25m,1 Stop,"11,448"
777,Vistara,Chennai,New Delhi,07:00,16:55,9h 55m,1 Stop,"11,448"
778,Vistara,Chennai,New Delhi,09:45,19:40,9h 55m,1 Stop,"11,448"
779,Vistara,Chennai,New Delhi,12:30,23:00,10h 30m,1 Stop,"11,448"
780,Vistara,Chennai,New Delhi,09:45,20:40,10h 55m,2 Stop(s),"11,448"
781,Vistara,Chennai,New Delhi,07:00,18:05,11h 05m,3 Stop(s),"11,448"
782,Vistara,Chennai,New Delhi,12:30,"00:10
+ 1 day",11h 40m,2 Stop(s),"11,448"
783,Vistara,Chennai,New Delhi,09:45,21:55,12h 10m,2 Stop(s),"11,448"
784,Vistara,Chennai,New Delhi,12:30,"00:55
+ 1 day",12h 25m,2 Stop(s),"11,448"
785,Vistara,Chennai,New Delhi,07:00,19:40,12h 40m,2 Stop(s),"11,448"
786,Vistara,Chennai,New Delhi,09:45,23:00,13h 15m,2 Stop(s),"11,448"
787,Vistara,Chennai,New Delhi,07:00,20:40,13h 40m,2 Stop(s),"11,448"
788,Vistara,Chennai,New Delhi,07:00,21:55,14h 55m,2 Stop(s),"11,448"
789,Vistara,Chennai,New Delhi,07:00,23:00,16h 00m,2 Stop(s),"11,448"
790,Vistara,Chennai,New Delhi,20:30,"14:30
+ 1 day",18h 00m,2 Stop(s),"11,448"
791,Vistara,Chennai,New Delhi,07:00,12:40,5h 40m,2 Stop(s),"11,553"
792,Go First,Chennai,New Delhi,06:40,17:45,11h 05m,2 Stop(s),"11,944"
793,Air India,Chennai,New Delhi,14:55,"23:45
+ 1 day",32h 50m,2 Stop(s),"12,527"
794,Air India,Chennai,New Delhi,14:55,20:30,5h 35m,2 Stop(s),"12,708"
795,SpiceJet,New Delhi,Chennai,22:30,"07:00
+ 1 day",8h 30m,1 Stop,"5,738"
796,SpiceJet,New Delhi,Chennai,20:10,"07:00
+ 1 day",10h 50m,1 Stop,"5,738"
797,SpiceJet,New Delhi,Chennai,05:35,"07:00
+ 1 day",25h 25m,1 Stop,"5,738"
798,SpiceJet,New Delhi,Chennai,11:55,17:55,6h 00m,1 Stop,"5,942"
799,SpiceJet,New Delhi,Chennai,06:20,21:20,15h 00m,1 Stop,"5,952"
800,SpiceJet,New Delhi,Chennai,06:20,"08:00
+ 1 day",25h 40m,1 Stop,"6,495"
801,SpiceJet,New Delhi,Chennai,19:45,"08:00
+ 1 day",12h 15m,1 Stop,"7,311"
802,SpiceJet,New Delhi,Chennai,19:45,"21:20
+ 1 day",25h 35m,1 Stop,"7,311"
803,Air India,New Delhi,Chennai,16:15,19:00,2h 45m,1 Stop,"7,425"
804,SpiceJet,New Delhi,Chennai,18:25,21:10,2h 45m,1 Stop,"7,425"
805,IndiGo,New Delhi,Chennai,20:30,23:20,2h 50m,1 Stop,"7,425"
806,IndiGo,New Delhi,Chennai,23:05,"01:55
+ 1 day",2h 50m,1 Stop,"7,425"
807,SpiceJet,New Delhi,Chennai,06:15,09:10,2h 55m,1 Stop,"7,425"
808,IndiGo,New Delhi,Chennai,17:30,20:25,2h 55m,1 Stop,"7,425"
809,IndiGo,New Delhi,Chennai,19:30,"00:25
+ 1 day",4h 55m,1 Stop,"7,425"
810,IndiGo,New Delhi,Chennai,07:25,12:25,5h 00m,1 Stop,"7,425"
811,IndiGo,New Delhi,Chennai,15:00,20:00,5h 00m,1 Stop,"7,425"
812,IndiGo,New Delhi,Chennai,14:00,19:20,5h 20m,1 Stop,"7,425"
813,IndiGo,New Delhi,Chennai,09:40,15:05,5h 25m,1 Stop,"7,425"
814,IndiGo,New Delhi,Chennai,18:20,23:45,5h 25m,1 Stop,"7,425"
815,IndiGo,New Delhi,Chennai,02:30,08:20,5h 50m,1 Stop,"7,425"
816,IndiGo,New Delhi,Chennai,06:10,12:00,5h 50m,1 Stop,"7,425"
817,IndiGo,New Delhi,Chennai,13:00,18:50,5h 50m,1 Stop,"7,425"
818,IndiGo,New Delhi,Chennai,04:15,10:25,6h 10m,1 Stop,"7,425"
819,IndiGo,New Delhi,Chennai,05:50,12:25,6h 35m,1 Stop,"7,425"
820,IndiGo,New Delhi,Chennai,09:15,15:55,6h 40m,1 Stop,"7,425"
821,IndiGo,New Delhi,Chennai,11:00,17:40,6h 40m,1 Stop,"7,425"
822,IndiGo,New Delhi,Chennai,17:45,"00:25
+ 1 day",6h 40m,1 Stop,"7,425"
823,IndiGo,New Delhi,Chennai,23:05,"05:55
+ 1 day",6h 50m,1 Stop,"7,425"
824,IndiGo,New Delhi,Chennai,13:00,20:00,7h 00m,1 Stop,"7,425"
825,IndiGo,New Delhi,Chennai,13:00,20:05,7h 05m,1 Stop,"7,425"
826,IndiGo,New Delhi,Chennai,07:55,15:05,7h 10m,1 Stop,"7,425"
827,IndiGo,New Delhi,Chennai,12:05,19:15,7h 10m,1 Stop,"7,425"
828,IndiGo,New Delhi,Chennai,08:20,15:55,7h 35m,1 Stop,"7,425"
829,IndiGo,New Delhi,Chennai,04:15,12:00,7h 45m,1 Stop,"7,425"
830,IndiGo,New Delhi,Chennai,09:15,17:00,7h 45m,1 Stop,"7,425"
831,IndiGo,New Delhi,Chennai,11:00,18:50,7h 50m,1 Stop,"7,425"
832,IndiGo,New Delhi,Chennai,02:30,10:25,7h 55m,1 Stop,"7,425"
833,IndiGo,New Delhi,Chennai,09:40,17:40,8h 00m,1 Stop,"7,425"
834,IndiGo,New Delhi,Chennai,15:30,23:45,8h 15m,1 Stop,"7,425"
835,IndiGo,New Delhi,Chennai,06:45,15:05,8h 20m,1 Stop,"7,425"
836,IndiGo,New Delhi,Chennai,07:20,15:55,8h 35m,1 Stop,"7,425"
837,Go First,New Delhi,Chennai,19:55,"00:45
+ 1 day",4h 50m,1 Stop,"7,426"
838,Go First,New Delhi,Chennai,19:55,"01:10
+ 1 day",5h 15m,1 Stop,"7,426"
839,Go First,New Delhi,Chennai,18:20,"00:45
+ 1 day",6h 25m,1 Stop,"7,426"
840,Air Asia,New Delhi,Chennai,08:20,15:05,6h 45m,1 Stop,"7,426"
841,Air Asia,New Delhi,Chennai,09:35,16:30,6h 55m,1 Stop,"7,426"
842,Go First,New Delhi,Chennai,15:00,22:20,7h 20m,1 Stop,"7,426"
843,Air Asia,New Delhi,Chennai,09:35,17:25,7h 50m,1 Stop,"7,426"
844,Go First,New Delhi,Chennai,14:20,22:20,8h 00m,1 Stop,"7,426"
845,Go First,New Delhi,Chennai,16:35,"00:45
+ 1 day",8h 10m,1 Stop,"7,426"
846,Air Asia,New Delhi,Chennai,08:00,16:30,8h 30m,1 Stop,"7,426"
847,Air Asia,New Delhi,Chennai,12:50,22:00,9h 10m,1 Stop,"7,426"
848,Go First,New Delhi,Chennai,22:30,"07:40
+ 1 day",9h 10m,2 Stop(s),"7,426"
849,Air Asia,New Delhi,Chennai,08:00,17:25,9h 25m,1 Stop,"7,426"
850,Go First,New Delhi,Chennai,15:30,"01:10
+ 1 day",9h 40m,1 Stop,"7,426"
851,Go First,New Delhi,Chennai,21:00,"07:40
+ 1 day",10h 40m,1 Stop,"7,426"
852,Air Asia,New Delhi,Chennai,21:25,"08:30
+ 1 day",11h 05m,1 Stop,"7,426"
853,Air Asia,New Delhi,Chennai,04:45,16:05,11h 20m,1 Stop,"7,426"
854,Air Asia,New Delhi,Chennai,21:00,"08:35
+ 1 day",11h 35m,2 Stop(s),"7,426"
855,Air Asia,New Delhi,Chennai,20:45,"08:30
+ 1 day",11h 45m,1 Stop,"7,426"
856,Go First,New Delhi,Chennai,10:30,22:20,11h 50m,1 Stop,"7,426"
857,Go First,New Delhi,Chennai,19:40,"07:40
+ 1 day",12h 00m,1 Stop,"7,426"
858,Go First,New Delhi,Chennai,18:05,"07:40
+ 1 day",13h 35m,1 Stop,"7,426"
859,Go First,New Delhi,Chennai,08:00,22:20,14h 20m,1 Stop,"7,426"
860,Go First,New Delhi,Chennai,10:35,"01:10
+ 1 day",14h 35m,1 Stop,"7,426"
861,Vistara,New Delhi,Chennai,07:20,10:10,2h 50m,1 Stop,"7,530"
862,Vistara,New Delhi,Chennai,13:30,16:20,2h 50m,1 Stop,"7,530"
863,Vistara,New Delhi,Chennai,17:25,20:15,2h 50m,1 Stop,"7,530"
864,Vistara,New Delhi,Chennai,19:55,22:45,2h 50m,1 Stop,"7,530"
865,IndiGo,New Delhi,Chennai,07:25,10:10,2h 45m,1 Stop,"7,635"
866,IndiGo,New Delhi,Chennai,08:35,11:25,2h 50m,1 Stop,"7,635"
867,IndiGo,New Delhi,Chennai,16:20,19:10,2h 50m,1 Stop,"7,635"
868,IndiGo,New Delhi,Chennai,12:45,15:40,2h 55m,1 Stop,"7,635"
869,IndiGo,New Delhi,Chennai,18:45,21:45,3h 00m,1 Stop,"7,635"
870,Go First,New Delhi,Chennai,07:20,17:10,9h 50m,1 Stop,"7,933"
871,IndiGo,New Delhi,Chennai,14:40,21:05,6h 25m,1 Stop,"7,976"
872,Air India,New Delhi,Chennai,20:40,23:35,2h 55m,1 Stop,"8,265"
873,SpiceJet,New Delhi,Chennai,07:20,21:20,14h 00m,1 Stop,"9,195"
874,Air India,New Delhi,Chennai,06:05,08:55,2h 50m,1 Stop,"9,630"
875,Air India,New Delhi,Chennai,09:50,12:40,2h 50m,1 Stop,"9,630"
876,SpiceJet,New Delhi,Chennai,18:55,"08:00
+ 1 day",13h 05m,1 Stop,"9,736"
877,SpiceJet,New Delhi,Chennai,07:20,"08:00
+ 1 day",24h 40m,1 Stop,"9,736"
878,SpiceJet,New Delhi,Chennai,18:55,"21:20
+ 1 day",26h 25m,1 Stop,"9,736"
879,Air India,New Delhi,Chennai,17:15,"08:00
+ 1 day",14h 45m,1 Stop,"9,840"
880,Air India,New Delhi,Chennai,21:15,"12:50
+ 1 day",15h 35m,1 Stop,"9,925"
881,Air India,New Delhi,Chennai,17:20,"12:50
+ 1 day",19h 30m,1 Stop,"9,925"
882,Air India,New Delhi,Chennai,13:30,"12:50
+ 1 day",23h 20m,1 Stop,"9,925"
883,Air India,New Delhi,Chennai,09:45,"12:50
+ 1 day",27h 05m,1 Stop,"9,925"
884,Vistara,New Delhi,Chennai,21:40,"09:05
+ 1 day",11h 25m,1 Stop,"10,428"
885,Vistara,New Delhi,Chennai,20:40,"09:05
+ 1 day",12h 25m,1 Stop,"10,428"
886,Vistara,New Delhi,Chennai,19:50,"09:05
+ 1 day",13h 15m,1 Stop,"10,428"
887,Vistara,New Delhi,Chennai,18:55,"09:05
+ 1 day",14h 10m,1 Stop,"10,428"
888,Vistara,New Delhi,Chennai,21:40,"11:50
+ 1 day",14h 10m,1 Stop,"10,428"
889,Vistara,New Delhi,Chennai,20:40,"11:50
+ 1 day",15h 10m,2 Stop(s),"10,428"
890,Air India,New Delhi,Chennai,20:15,"17:05
+ 1 day",20h 50m,1 Stop,"10,496"
891,Air India,New Delhi,Chennai,16:55,"17:05
+ 1 day",24h 10m,1 Stop,"10,496"
892,IndiGo,New Delhi,Chennai,05:10,10:05,4h 55m,1 Stop,"10,680"
893,Air India,New Delhi,Chennai,21:25,"08:00
+ 1 day",10h 35m,1 Stop,"11,100"
894,Air India,New Delhi,Chennai,09:45,"08:00
+ 1 day",22h 15m,1 Stop,"11,100"
895,Air India,New Delhi,Chennai,08:10,"08:00
+ 1 day",23h 50m,1 Stop,"11,100"
896,Vistara,New Delhi,Chennai,17:45,23:05,5h 20m,1 Stop,"11,520"
897,Vistara,New Delhi,Chennai,14:20,19:55,5h 35m,2 Stop(s),"11,520"
898,Vistara,New Delhi,Chennai,16:55,23:05,6h 10m,2 Stop(s),"11,520"
899,Vistara,New Delhi,Chennai,15:30,23:05,7h 35m,1 Stop,"11,520"
900,Vistara,New Delhi,Chennai,11:40,19:55,8h 15m,1 Stop,"11,520"
901,Vistara,New Delhi,Chennai,14:20,23:05,8h 45m,1 Stop,"11,520"
902,Vistara,New Delhi,Chennai,08:50,19:55,11h 05m,1 Stop,"11,520"
903,Air India,New Delhi,Chennai,20:00,"07:20
+ 1 day",11h 20m,1 Stop,"11,520"
904,Vistara,New Delhi,Chennai,11:40,23:05,11h 25m,1 Stop,"11,520"
905,Air India,New Delhi,Chennai,19:00,"07:20
+ 1 day",12h 20m,1 Stop,"11,520"
906,Air India,New Delhi,Chennai,17:50,"07:20
+ 1 day",13h 30m,1 Stop,"11,520"
907,Air India,New Delhi,Chennai,17:50,"07:20
+ 1 day",13h 30m,1 Stop,"11,520"
908,Vistara,New Delhi,Chennai,08:50,23:05,14h 15m,2 Stop(s),"11,520"
909,Air India,New Delhi,Chennai,10:40,"07:20
+ 1 day",20h 40m,2 Stop(s),"11,520"
910,Air India,New Delhi,Chennai,09:00,"07:20
+ 1 day",22h 20m,2 Stop(s),"11,520"
911,Air India,New Delhi,Chennai,08:00,"07:20
+ 1 day",23h 20m,2 Stop(s),"11,520"
912,Air India,New Delhi,Chennai,07:00,"07:20
+ 1 day",24h 20m,2 Stop(s),"11,520"
913,Vistara,New Delhi,Chennai,12:50,19:55,7h 05m,2 Stop(s),"11,625"
914,Vistara,New Delhi,Chennai,12:50,23:05,10h 15m,2 Stop(s),"11,625"
915,Air India,New Delhi,Chennai,05:55,"07:20
+ 1 day",25h 25m,2 Stop(s),"11,629"
916,Air India,New Delhi,Chennai,05:55,"07:20
+ 1 day",25h 25m,2 Stop(s),"11,629"
917,Air India,New Delhi,Chennai,12:10,19:40,7h 30m,2 Stop(s),"12,360"
918,Air India,New Delhi,Chennai,06:50,19:40,12h 50m,2 Stop(s),"12,360"
919,Air India,New Delhi,Chennai,20:00,"10:55
+ 1 day",14h 55m,2 Stop(s),"12,360"
920,Air India,New Delhi,Chennai,19:00,"10:55
+ 1 day",15h 55m,2 Stop(s),"12,360"
921,SpiceJet,New Delhi,Bangalore,15:00,"11:20
+ 1 day",20h 20m,Non Stop,"5,115"
922,SpiceJet,New Delhi,Bangalore,06:15,21:10,14h 55m,Non Stop,"5,444"
923,SpiceJet,New Delhi,Bangalore,19:30,"09:00
+ 1 day",13h 30m,Non Stop,"5,864"
924,SpiceJet,New Delhi,Bangalore,16:20,"09:00
+ 1 day",16h 40m,Non Stop,"5,864"
925,Go First,New Delhi,Bangalore,02:00,07:40,5h 40m,Non Stop,"5,937"
926,Go First,New Delhi,Bangalore,10:30,16:10,5h 40m,Non Stop,"5,937"
927,Go First,New Delhi,Bangalore,05:50,12:10,6h 20m,Non Stop,"5,937"
928,Go First,New Delhi,Bangalore,09:00,16:25,7h 25m,Non Stop,"5,937"
929,Go First,New Delhi,Bangalore,08:00,16:10,8h 10m,Non Stop,"5,937"
930,IndiGo,New Delhi,Bangalore,13:50,19:00,5h 10m,Non Stop,"6,417"
931,IndiGo,New Delhi,Bangalore,07:55,13:20,5h 25m,Non Stop,"6,417"
932,IndiGo,New Delhi,Bangalore,19:30,"01:05
+ 1 day",5h 35m,Non Stop,"6,417"
933,IndiGo,New Delhi,Bangalore,06:45,13:20,6h 35m,Non Stop,"6,417"
934,IndiGo,New Delhi,Bangalore,11:00,18:10,7h 10m,Non Stop,"6,417"
935,IndiGo,New Delhi,Bangalore,08:25,15:40,7h 15m,Non Stop,"6,417"
936,IndiGo,New Delhi,Bangalore,11:00,19:35,8h 35m,Non Stop,"6,417"
937,IndiGo,New Delhi,Bangalore,05:15,14:20,9h 05m,Non Stop,"6,417"
938,IndiGo,New Delhi,Bangalore,11:00,20:45,9h 45m,Non Stop,"6,417"
939,IndiGo,New Delhi,Bangalore,07:55,18:10,10h 15m,Non Stop,"6,417"
940,IndiGo,New Delhi,Bangalore,05:30,16:40,11h 10m,Non Stop,"6,417"
941,IndiGo,New Delhi,Bangalore,08:25,19:50,11h 25m,Non Stop,"6,417"
942,SpiceJet,New Delhi,Bangalore,18:25,"21:10
+ 1 day",26h 45m,Non Stop,"6,480"
943,SpiceJet,New Delhi,Bangalore,06:20,12:00,5h 40m,Non Stop,"7,241"
944,Air Asia,New Delhi,Bangalore,15:40,21:45,6h 05m,Non Stop,"7,423"
945,Air Asia,New Delhi,Bangalore,08:20,14:40,6h 20m,Non Stop,"7,423"
946,Air Asia,New Delhi,Bangalore,07:10,14:00,6h 50m,Non Stop,"7,423"
947,Air Asia,New Delhi,Bangalore,07:10,14:10,7h 00m,Non Stop,"7,423"
948,Air Asia,New Delhi,Bangalore,16:50,"00:20
+ 1 day",7h 30m,Non Stop,"7,423"
949,Air Asia,New Delhi,Bangalore,04:45,12:20,7h 35m,Non Stop,"7,423"
950,Go First,New Delhi,Bangalore,06:05,08:40,2h 35m,Non Stop,"7,424"
951,Go First,New Delhi,Bangalore,18:40,21:25,2h 45m,Non Stop,"7,424"
952,Go First,New Delhi,Bangalore,09:10,13:30,4h 20m,Non Stop,"7,424"
953,Go First,New Delhi,Bangalore,05:35,10:20,4h 45m,Non Stop,"7,424"
954,SpiceJet,New Delhi,Bangalore,05:00,07:30,2h 30m,Non Stop,"7,425"
955,SpiceJet,New Delhi,Bangalore,05:35,08:05,2h 30m,Non Stop,"7,425"
956,SpiceJet,New Delhi,Kolkata,15:05,"16:25
+ 1 day",25h 20m,Non Stop,"5,429"
957,SpiceJet,New Delhi,Kolkata,19:00,"21:25
+ 1 day",26h 25m,Non Stop,"5,429"
958,Air Asia,New Delhi,Kolkata,06:20,12:00,5h 40m,Non Stop,"5,953"
959,Air Asia,New Delhi,Kolkata,18:35,"01:25
+ 1 day",6h 50m,Non Stop,"5,953"
960,Air Asia,New Delhi,Kolkata,18:35,"01:35
+ 1 day",7h 00m,Non Stop,"5,953"
961,Air Asia,New Delhi,Kolkata,07:10,15:25,8h 15m,Non Stop,"5,953"
962,Air Asia,New Delhi,Kolkata,21:25,"08:05
+ 1 day",10h 40m,Non Stop,"5,953"
963,Air Asia,New Delhi,Kolkata,20:45,"08:05
+ 1 day",11h 20m,Non Stop,"5,953"
964,Air Asia,New Delhi,Kolkata,09:35,21:05,11h 30m,Non Stop,"5,953"
965,SpiceJet,New Delhi,Kolkata,07:00,09:05,2h 05m,Non Stop,"5,954"
966,Go First,New Delhi,Kolkata,05:50,08:00,2h 10m,Non Stop,"5,954"
967,SpiceJet,New Delhi,Kolkata,20:50,23:00,2h 10m,Non Stop,"5,954"
968,Go First,New Delhi,Kolkata,19:25,21:45,2h 20m,Non Stop,"5,954"
969,SpiceJet,New Delhi,Kolkata,06:30,09:00,2h 30m,Non Stop,"5,954"
970,Go First,New Delhi,Kolkata,08:35,17:25,8h 50m,Non Stop,"5,954"
971,Go First,New Delhi,Kolkata,22:30,"07:30
+ 1 day",9h 00m,Non Stop,"5,954"
972,Go First,New Delhi,Kolkata,06:05,16:30,10h 25m,Non Stop,"5,954"
973,Go First,New Delhi,Kolkata,05:35,16:30,10h 55m,Non Stop,"5,954"
974,Vistara,New Delhi,Kolkata,06:30,08:35,2h 05m,Non Stop,"5,955"
975,Vistara,New Delhi,Kolkata,07:30,09:35,2h 05m,Non Stop,"5,955"
976,Vistara,New Delhi,Kolkata,17:30,19:35,2h 05m,Non Stop,"5,955"
977,Air India,New Delhi,Kolkata,20:15,22:20,2h 05m,Non Stop,"5,955"
978,IndiGo,New Delhi,Kolkata,22:30,"00:35
+ 1 day",2h 05m,Non Stop,"5,955"
979,IndiGo,New Delhi,Kolkata,15:10,17:20,2h 10m,Non Stop,"5,955"
980,IndiGo,New Delhi,Kolkata,19:45,21:55,2h 10m,Non Stop,"5,955"
981,IndiGo,New Delhi,Kolkata,21:15,23:25,2h 10m,Non Stop,"5,955"
982,Go First,New Delhi,Chandigarh,10:35,11:30,0h 55m,Non Stop,"3,434"
983,IndiGo,New Delhi,Chandigarh,08:30,09:25,0h 55m,Non Stop,"3,435"
984,IndiGo,New Delhi,Chandigarh,14:50,15:45,0h 55m,Non Stop,"3,435"
985,Air India,New Delhi,Chandigarh,06:40,07:40,1h 00m,Non Stop,"3,435"
986,IndiGo,New Delhi,Chandigarh,17:40,18:40,1h 00m,Non Stop,"3,435"
987,IndiGo,New Delhi,Chandigarh,20:55,22:00,1h 05m,Non Stop,"3,435"
988,Vistara,New Delhi,Chandigarh,17:10,18:15,1h 05m,Non Stop,"3,488"
989,Vistara,New Delhi,Chandigarh,13:40,14:45,1h 05m,Non Stop,"3,645"
990,SpiceJet,New Delhi,Mumbai,19:00,23:50,4h 50m,Non Stop,"4,275"
991,SpiceJet,New Delhi,Mumbai,19:00,"10:35
+ 1 day",15h 35m,Non Stop,"4,275"
992,Go First,New Delhi,Mumbai,11:50,18:10,6h 20m,Non Stop,"4,941"
993,Go First,New Delhi,Mumbai,09:00,15:45,6h 45m,Non Stop,"4,941"
994,Go First,New Delhi,Mumbai,09:10,16:15,7h 05m,Non Stop,"4,941"
995,Go First,New Delhi,Mumbai,05:25,14:05,8h 40m,Non Stop,"4,941"
996,Go First,New Delhi,Mumbai,09:15,18:10,8h 55m,Non Stop,"4,941"
997,SpiceJet,New Delhi,Mumbai,18:10,"07:25
+ 1 day",13h 15m,Non Stop,"5,023"
998,SpiceJet,New Delhi,Mumbai,05:55,18:25,12h 30m,Non Stop,"5,949"
999,Air Asia,New Delhi,Mumbai,08:20,14:10,5h 50m,Non Stop,"5,953"
1000,Air Asia,New Delhi,Mumbai,20:00,"02:25
+ 1 day",6h 25m,Non Stop,"5,953"
1001,Air Asia,New Delhi,Mumbai,20:00,"05:35
+ 1 day",9h 35m,Non Stop,"5,953"
1002,Air Asia,New Delhi,Mumbai,21:25,"07:15
+ 1 day",9h 50m,Non Stop,"5,953"
1003,Air Asia,New Delhi,Mumbai,20:45,"07:15
+ 1 day",10h 30m,Non Stop,"5,953"
1004,Air Asia,New Delhi,Mumbai,09:35,20:35,11h 00m,Non Stop,"5,953"
1005,Air Asia,New Delhi,Mumbai,20:00,"07:40
+ 1 day",11h 40m,Non Stop,"5,953"
1006,Air Asia,New Delhi,Mumbai,08:00,20:35,12h 35m,Non Stop,"5,953"
1007,Air Asia,New Delhi,Mumbai,18:35,"07:15
+ 1 day",12h 40m,Non Stop,"5,953"
1008,Go First,New Delhi,Mumbai,21:10,23:15,2h 05m,Non Stop,"5,954"
1009,Go First,New Delhi,Mumbai,07:00,09:10,2h 10m,Non Stop,"5,954"
1010,Go First,New Delhi,Mumbai,08:00,10:10,2h 10m,Non Stop,"5,954"
1011,Go First,New Delhi,Mumbai,18:05,20:15,2h 10m,Non Stop,"5,954"
1012,Go First,New Delhi,Mumbai,22:30,"00:40
+ 1 day",2h 10m,Non Stop,"5,954"
1013,Go First,New Delhi,Mumbai,02:00,04:15,2h 15m,Non Stop,"5,954"
1014,Go First,New Delhi,Mumbai,19:40,21:55,2h 15m,Non Stop,"5,954"
1015,Go First,New Delhi,Mumbai,10:30,12:50,2h 20m,Non Stop,"5,954"
1016,Air India,New Delhi,Mumbai,07:00,09:05,2h 05m,Non Stop,"5,955"
1017,Vistara,New Delhi,Mumbai,05:45,07:55,2h 10m,Non Stop,"5,955"
1018,SpiceJet,New Delhi,Mumbai,05:50,08:00,2h 10m,Non Stop,"5,955"
